UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
DF,BRASILIA,UBS 8 PADDF PARANOA,COLONIA AGRICOLA BR 251 KM 07,250,PARANOA,"COLONIA AGRICOLA BR 251 KM 07, PARANOA, BRASILIA, DF, BRASIL",-15.98202,-47.57965,"BR-251, Paranoá - DF, Brasil","15 58m 55.272s S, 47 34m 46.74s W"
DF,BRASILIA,UBS 08 TAGUATINGA,EQNL 24 AREA ESPECIAL,1,TAGUATINGA,"EQNL 24 AREA ESPECIAL, TAGUATINGA, BRASILIA, DF, BRASIL",-15.79899,-48.09603,"Eqnm 36/38 Área Especial S/N, Setor M Norte, Taguatinga - DF, 72145-517, Brasil","15 47m 56.364s S, 48 5m 45.708s W"
DF,BRASILIA,UBS 5 CHAPADINHA BRAZLANDIA,RESERVA A DF 240 DF 008 DF 445 KM 4,S/N,BRAZLANDIA,"RESERVA A DF 240 DF 008 DF 445 KM 4, BRAZLANDIA, BRASILIA, DF, BRASIL",-15.729389999999999,-48.12301,"DF-240, Brazlândia - DF, Brasil","15 43m 45.804s S, 48 7m 22.836s W"
DF,BRASILIA,UBS 10 JOAO CANDIDO SAO SEBASTIAO,RUA 14 LOTE,21,JOAO CANDIDO,"RUA 14 LOTE, JOAO CANDIDO, BRASILIA, DF, BRASIL",-22.752,-50.37297,"Rua João Dias Gimenez, Cândido Mota - SP, 19880-000, Brasil","22 45m 7.2s S, 50 22m 22.692s W"
DF,BRASILIA,UBS 2 BRAZLANDIA,QUADRA 45 AREA ESPECIAL VILA SAO JOSE,S/N,VILA SAO JOSE,"QUADRA 45 AREA ESPECIAL VILA SAO JOSE, VILA SAO JOSE, BRASILIA, DF, BRASIL",-22.74505,-43.32045,"Vila São José, Duque de Caxias, RJ, Brasil","22 44m 42.18s S, 43 19m 13.62s W"
DF,BRASILIA,UBS 4 ROTA DO CAVALO SOBRADINHO,DF 440 CONDOMINIO RESIDENCIAL SERRA VERDE KM 12,1,SOBRADINHO,"DF 440 CONDOMINIO RESIDENCIAL SERRA VERDE KM 12, SOBRADINHO, BRASILIA, DF, BRASIL",-15.665220000000001,-47.839940000000006,"Condomínio Residencial Meu Sonho, Sobradinho II, Sobradinho - DF, Brasil","15 39m 54.792s S, 47 50m 23.784s W"
DF,BRASILIA,UBS 08 RECANTO DAS EMAS SAO FRANCISCO,DF 280KM 03 QD 04 ST HAB AGUA QUENTE,S/N,RECANTO DAS EMAS,"DF 280KM 03 QD 04 ST HAB AGUA QUENTE, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.901570000000001,-48.05741,"Recanto das Emas, DF, Brasil","15 54m 5.652s S, 48 3m 26.676s W"
DF,BRASILIA,UBS 15 RIO PRETO PLANALTINA,NUCLEO RURAL RIO PRETO,1,PLANALTINA,"NUCLEO RURAL RIO PRETO, PLANALTINA, BRASILIA, DF, BRASIL",-15.7673715,-47.490785100000004,"Núcleo Rural Rio Preto, Planaltina, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, Brasil","15 46m 2.5374s S, 47 29m 26.8264s W"
DF,BRASILIA,UBS 06 SAMAMBAIA,QS 122 CONJUNTO 06 LOTE,1,SAMAMBAIA SUL,"QS 122 CONJUNTO 06 LOTE, SAMAMBAIA SUL, BRASILIA, DF, BRASIL",-15.86994,-48.05875,"QS 122 Conjunto 6, Samambaia - DF, 72304-526, Brasil","15 52m 11.784s S, 48 3m 31.5s W"
DF,BRASILIA,UBS 12 PONTE ALTA GAMA,ANTIGO POSTO DA RECEITA FEDERAL DF,290,GAMA,"ANTIGO POSTO DA RECEITA FEDERAL DF, GAMA, BRASILIA, DF, BRASIL",-15.77829,-47.92909,"Brasília, DF, Brasil","15 46m 41.844s S, 47 55m 44.724s W"
DF,BRASILIA,UBS 3 VALE DOS PINHEIROS SOBRADINHO II,COND VALE DOS PINHEIROS QD 45 A CONJUNTO A LOTE,56,SOBRADINHO II,"COND VALE DOS PINHEIROS QD 45 A CONJUNTO A LOTE, SOBRADINHO II, BRASILIA, DF, BRASIL",-15.6218,-47.82338,"Cond. Vale dos Pinheiros Q 45 CJ D, Sobradinho II, Sobradinho - DF, Brasil","15 37m 18.48s S, 47 49m 24.168s W"
DF,BRASILIA,UBS 01 RIACHO FUNDO II,QC 06 CJ 16 LOTE 01 AREA ESPECIAL 1,1,RIACHO FUNDO II,"QC 06 CJ 16 LOTE 01 AREA ESPECIAL 1, RIACHO FUNDO II, BRASILIA, DF, BRASIL",-15.877629999999998,-48.02019,"Qn 7 Área Especial 1, Riacho Fundo - DF, Brasil","15 52m 39.468s S, 48 1m 12.684s W"
DF,BRASILIA,UBS 5 BASEVI SOBRADINHO,VILA BASEVI AREA ESPECIAL 01 LOTE,1,SOBRADINHO,"VILA BASEVI AREA ESPECIAL 01 LOTE, SOBRADINHO, BRASILIA, DF, BRASIL",-15.65415,-47.797959999999996,"Quadra 4 Área Especial 1, Sobradinho - DF, Brasil","15 39m 14.94s S, 47 47m 52.656s W"
DF,BRASILIA,UBS 06 RECANTO DAS EMAS,AV PONTE ALTA QD 604 CENTRO OLIMPICO,S/N,RECANTO DAS EMAS,"AV PONTE ALTA QD 604 CENTRO OLIMPICO, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.91525,-48.060959999999994,"Avenida Ponte Alta Quadra 604, Recanto das Emas - DF, Brasil","15 54m 54.9s S, 48 3m 39.456s W"
DF,BRASILIA,UBS 01 PARK WAY,AREA ESPECIAL S N RURAL VARGEM BONITA,1,PARK WAY,"AREA ESPECIAL S N RURAL VARGEM BONITA, PARK WAY, BRASILIA, DF, BRASIL",-15.92361,-47.93704,"Núcleo Rural Vargem Bonita, Park Way, Núcleo Bandeirante - DF, 71750-000, Brasil","15 55m 24.996s S, 47 56m 13.344s W"
DF,BRASILIA,UBS 1 ENGENHO VELHO FERCAL,DF 150 KM 12 QUADRA 10 CASA,14,FERCAL,"DF 150 KM 12 QUADRA 10 CASA, FERCAL, BRASILIA, DF, BRASIL",-15.76835,-47.938140000000004,"Saan Quadra 2, 150, Brasília - DF, 70632-210, Brasil","15 46m 6.06s S, 47 56m 17.304s W"
DF,BRASILIA,UBS 1 PLANALTINA,QUADRA 18 CONJUNTO H AREA ESPECIAL,1,PLANALTINA,"QUADRA 18 CONJUNTO H AREA ESPECIAL, PLANALTINA, BRASILIA, DF, BRASIL",-15.616729999999999,-47.63532,"Quadra 19 Conjunto A Área Especial 1, Planaltina - DF, 73357-020, Brasil","15 37m 0.228s S, 47 38m 7.152s W"
DF,BRASILIA,UBS 5 SANTA MARIA,EQ 212 213 LOTE E,1,SANTA MARIA,"EQ 212 213 LOTE E, SANTA MARIA, BRASILIA, DF, BRASIL",-16.02104,-48.018229999999996,"Santa Maria, DF, Brasil","16 1m 15.744s S, 48 1m 5.628s W"
DF,BRASILIA,UBS 19 VILA DO BOA SAO SEBASTIAO,RUA 07 CASA,400,SAO SEBASTIAO,"RUA 07 CASA, SAO SEBASTIAO, BRASILIA, DF, BRASIL",-15.89905,-47.78145,"São Sebastião, DF, Brasil","15 53m 56.58s S, 47 46m 53.22s W"
DF,BRASILIA,UBS 14 CONDOMINIO PRIVE CEILANDIA,CONDOMINIO PRIVE LUCENA RORIZ MODULO 12 LOTE,1,CONDOMINIO PRIVE,"CONDOMINIO PRIVE LUCENA RORIZ MODULO 12 LOTE, CONDOMINIO PRIVE, BRASILIA, DF, BRASIL",-15.72122,-47.85876,"Condomínio Privê I Quadra 1 CJ I, Condominio Privê Lago Norte I, Lago Norte - DF, Brasil","15 43m 16.392s S, 47 51m 31.536s W"
DF,BRASILIA,UBS 4 GAMA,PRACA 3 AREA ESPECIAL N,2,GAMA DF,"PRACA 3 AREA ESPECIAL N, GAMA DF, BRASILIA, DF, BRASIL",-16.015079999999998,-48.079809999999995,"Área Especial 24/30, Gama - DF, Brasil","16 0m 54.288s S, 48 4m 47.316s W"
DF,BRASILIA,UBS 8 VALE DO AMANHECER PLANALTINA,CR 61 CASA,17,PLANALTINA,"CR 61 CASA, PLANALTINA, BRASILIA, DF, BRASIL",-15.430539999999999,-47.5663,"Planaltina, GO, Brasil","15 25m 49.944s S, 47 33m 58.68s W"
DF,BRASILIA,UBS 20 PLANALTINA,AREA ESPECIAL 9 A SETOR NORTE,0,PLANALTINA,"AREA ESPECIAL 9 A SETOR NORTE, PLANALTINA, BRASILIA, DF, BRASIL",-15.60229,-47.647870000000005,"Setor Residencial Norte-a, Planaltina - DF, 73340-700, Brasil","15 36m 8.244s S, 47 38m 52.332s W"
DF,BRASILIA,UBS 15 PFDF GAMA,GRANJA LUIZ FERNANDO AESP 02,2,SETOR LESTE,"GRANJA LUIZ FERNANDO AESP 02, SETOR LESTE, BRASILIA, DF, BRASIL",-15.77829,-47.92909,"Brasília, DF, Brasil","15 46m 41.844s S, 47 55m 44.724s W"
DF,BRASILIA,UBS 1 ESF SOL NASCENTE TRECHO II CEILANDIA,EQNP 7 11SETOR P NORTE,S/N,CEILANDIA,"EQNP 7 11SETOR P NORTE, CEILANDIA, BRASILIA, DF, BRASIL",-15.81904,-48.130359999999996,"Eqnp 7/11, Ceilândia - DF, 72240-540, Brasil","15 49m 8.544s S, 48 7m 49.296s W"
DF,BRASILIA,UBS 18 PLANALTINA,SETOR RECREATIVO E CULTURAL MODULO ESPORTIVO,S/N,PLANALTINA,"SETOR RECREATIVO E CULTURAL MODULO ESPORTIVO, PLANALTINA, BRASILIA, DF, BRASIL",-15.606229999999998,-47.6892,"Setor Módulo a, Planaltina - DF, Brasil","15 36m 22.428s S, 47 41m 21.12s W"
DF,BRASILIA,UBS 02 ESTRUTURAL,AE 19 SETOR CENTRAL ESTRUTURAL,S/N,ESTRUTURAL,"AE 19 SETOR CENTRAL ESTRUTURAL, ESTRUTURAL, BRASILIA, DF, BRASIL",-15.78265185,-47.99791962238052,"Setor Central, Cidade Estrutural, SCIA, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, Brasil","15 46m 57.5467s S, 47 59m 52.5106s W"
DF,BRASILIA,UBS 9 ENGENHO DAS LAGES GAMA,RUA LIBANIO,13,GAMA,"RUA LIBANIO, GAMA, BRASILIA, DF, BRASIL",-16.0440057,-48.25346270000001,"Rua Libanio Lado Par, Engenho das Lajes, Gama, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, Brasil","16 2m 38.4205s S, 48 15m 12.4657s W"
DF,BRASILIA,UBS 14 TABATINGA PLANALTINA,NUCLEO RURAL DE TABATINGA S N,1,PLANALTINA,"NUCLEO RURAL DE TABATINGA S N, PLANALTINA, BRASILIA, DF, BRASIL",-15.631329999999998,-47.62102,"Núcleo Rural, Planaltina - DF, Brasil","15 37m 52.788s S, 47 37m 15.672s W"
DF,BRASILIA,UBS 3 PLANALTINA,SETOR HOSPITALAR AREA ESPECIAL S N,0,PLANALTINA,"SETOR HOSPITALAR AREA ESPECIAL S N, PLANALTINA, BRASILIA, DF, BRASIL",-15.62655,-47.65278,"Setor Hospitalar, Planaltina - DF, Brasil","15 37m 35.58s S, 47 39m 10.008s W"
DF,BRASILIA,UBS 04 SAMAMBAIA,QN 512 CONJUNTO 2 LOTE,123,SAMAMBAIA SUL,"QN 512 CONJUNTO 2 LOTE, SAMAMBAIA SUL, BRASILIA, DF, BRASIL",-15.878870000000001,-48.0688,"Quadra Qn 512 Conjunto 2, Samambaia - DF, 72312-702, Brasil","15 52m 43.932s S, 48 4m 7.68s W"
DF,BRASILIA,UBS 11 RECANTO DAS EMAS,QUADRA 01 LOTE 21 CONDOMINIO SALOMAO ELIAS,21,RECANTO DAS EMAS,"QUADRA 01 LOTE 21 CONDOMINIO SALOMAO ELIAS, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.901570000000001,-48.05741,"Recanto das Emas, DF, Brasil","15 54m 5.652s S, 48 3m 26.676s W"
DF,BRASILIA,UBS 05 RECANTO DAS EMAS,QD 803 ESPACO CEDIDO ESCOLA 803,S/N,RECANTO DAS EMAS,"QD 803 ESPACO CEDIDO ESCOLA 803, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.92304,-48.05379,"Quadra 803, Recanto das Emas - DF, 72650-400, Brasil","15 55m 22.944s S, 48 3m 13.644s W"
DF,BRASILIA,UBS 02 TAGUATINGA,QND LOTE A PRACA DO BICALHO,2,TAGUATINGA NORTE,"QND LOTE A PRACA DO BICALHO, TAGUATINGA NORTE, BRASILIA, DF, BRASIL",-15.808689999999999,-48.06174,"Qnd, Setor D Norte, Taguatinga - DF, Brasil","15 48m 31.284s S, 48 3m 42.264s W"
DF,BRASILIA,UBS 2 SOBRADINHO,QUADRA 3 AREA ESPECIAL ENTRE CONJUNTOS D E,1,SOBRADINHO,"QUADRA 3 AREA ESPECIAL ENTRE CONJUNTOS D E, SOBRADINHO, BRASILIA, DF, BRASIL",-15.654879999999999,-47.79707,"Quadra 4 Área Especial 3, Sobradinho - DF, Brasil","15 39m 17.568s S, 47 47m 49.452s W"
DF,BRASILIA,UBS 1 SOBRADINHO,QD 14 AREA ESPECIAL 22 23,1,SOBRADINHO,"QD 14 AREA ESPECIAL 22 23, SOBRADINHO, BRASILIA, DF, BRASIL",-15.65068,-47.78267,"Quadra 14 Área Especial 22, Sobradinho - DF, Brasil","15 39m 2.448s S, 47 46m 57.612s W"
DF,BRASILIA,UBS 4 JARDIM II PARANOA,POSTO DE SAUDE RURAL JARDIM II DF 285 KM 19,2,PARANOA,"POSTO DE SAUDE RURAL JARDIM II DF 285 KM 19, PARANOA, BRASILIA, DF, BRASIL",-16.0182,-47.43303,"DF-285, Paranoá - DF, Brasil","16 1m 5.52s S, 47 25m 58.908s W"
DF,BRASILIA,UBS 7 CAFE SEM TROCO PARANOA,DF 270 KM 2 FAZENDA SANTO ANTONIO,0,PARANOA,"DF 270 KM 2 FAZENDA SANTO ANTONIO, PARANOA, BRASILIA, DF, BRASIL",-27.620690000000003,-48.63793,"Fazenda Santo Antônio, São José, SC, Brasil","27 37m 14.484s S, 48 38m 16.548s W"
DF,BRASILIA,UBS 5 GAMA,QUADRA 38 AREA ESPECIAL LESTE SC,38,GAMA,"QUADRA 38 AREA ESPECIAL LESTE SC, GAMA, BRASILIA, DF, BRASIL",-16.03489,-48.06767,"Quadra 9 Área Especial Cei 1, Gama - DF, 72410-520, Brasil","16 2m 5.604s S, 48 4m 3.612s W"
DF,BRASILIA,UBS 16 PIPIRIPAU PLANALTINA,NUCLEO RURAL PIPIRIPAU II AREA ESPECIAL,1,PLANALTINA,"NUCLEO RURAL PIPIRIPAU II AREA ESPECIAL, PLANALTINA, BRASILIA, DF, BRASIL",-15.63694,-47.6546,"Área Especial 1, Planaltina - DF, Brasil","15 38m 12.984s S, 47 39m 16.56s W"
DF,BRASILIA,UBS 15 CIR SAO SEBASTIAO,ROD DF 465 KM,4,SAO SEBASTIAO,"ROD DF 465 KM, SAO SEBASTIAO, BRASILIA, DF, BRASIL",-15.907689999999999,-47.80165,"DF-465, São Sebastião - DF, 71686-670, Brasil","15 54m 27.684s S, 47 48m 5.94s W"
DF,BRASILIA,UBS 1 ITAPOA,QUADRA 378 AREA ESPECIAL,1,ITAPOA,"QUADRA 378 AREA ESPECIAL, ITAPOA, BRASILIA, DF, BRASIL",-15.866220000000002,-47.9677,"Quadra 1 Área Especial 2, Núcleo Bandeirante - DF, 71736-106, Brasil","15 51m 58.392s S, 47 58m 3.72s W"
DF,BRASILIA,UBS 7 INCRA 08 BRAZLANDIA,QUADRA 15 LOTE 02 LOJA 01 INCRA 08,S/N,INCRA 08,"QUADRA 15 LOTE 02 LOJA 01 INCRA 08, INCRA 08, BRASILIA, DF, BRASIL",-15.80008,-47.900059999999996,Incra 08,"15 48m 0.288s S, 47 54m 0.216s W"
DF,BRASILIA,UBS 3 CEILANDIA,QNM 15 LOTE D AREA ESPECIAL,15,CEILANDIA SUL,"QNM 15 LOTE D AREA ESPECIAL, CEILANDIA SUL, BRASILIA, DF, BRASIL",-15.80725,-48.108259999999994,"Qnm 14 Área Especial a, Ceilândia - DF, 72237-140, Brasil","15 48m 26.1s S, 48 6m 29.736s W"
DF,BRASILIA,UBS 14 CDP SAO SEBASTIAO,RODOVIA 465 KM,4,SAO SEBASTIAO,"RODOVIA 465 KM, SAO SEBASTIAO, BRASILIA, DF, BRASIL",-9.986189999999999,-67.83295,"Rodovia Sao Sebastiao, João Eduardo II, Rio Branco - AC, 69904-140, Brasil","9 59m 10.284s S, 67 49m 58.62s W"
DF,BRASILIA,UBS 3 VEREDAS I BRAZLANDIA,QUADRA 3 LOTE 6 AREA ESPECIAL N 2 SETOR VEREDAS I,2,SETOR VEREDAS,"QUADRA 3 LOTE 6 AREA ESPECIAL N 2 SETOR VEREDAS I, SETOR VEREDAS, BRASILIA, DF, BRASIL",-15.782470000000002,-47.99885,"Área Especial 6 Setor Central, Scia, Guará - DF, Brasil","15 46m 56.892s S, 47 59m 55.86s W"
DF,BRASILIA,UBS 09 RECANTO DAS EMAS,QD 102 AREA ESPECIAL 01,S/N,RECANTO DAS EMAS,"QD 102 AREA ESPECIAL 01, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.912289999999999,-48.10288,"Quadra 112 Área Especial 1, Recanto das Emas - DF, 72602-402, Brasil","15 54m 44.244s S, 48 6m 10.368s W"
DF,BRASILIA,UBS 04 GUARA LUCIO COSTA,QE23 AREA ESPECIAL,1,GUARA I,"QE23 AREA ESPECIAL, GUARA I, BRASILIA, DF, BRASIL",-15.82526,-47.97355,"Qe 23 Área Especial S/N, Guará - DF, 71025-050, Brasil","15 49m 30.936s S, 47 58m 24.78s W"
DF,BRASILIA,UBS 07 SAMAMBAIA,QUADRA 302 CONJUNTO 5,1,SAMAMBAIA SUL,"QUADRA 302 CONJUNTO 5, SAMAMBAIA SUL, BRASILIA, DF, BRASIL",-15.88446,-48.08305,"Quadra Qr 502 Conjunto 5, Samambaia - DF, 72310-405, Brasil","15 53m 4.056s S, 48 4m 58.98s W"
DF,BRASILIA,UBS 3 SANTA MARIA,QR 100 CONJ I LOTE,1,SANTA MARIA,"QR 100 CONJ I LOTE, SANTA MARIA, BRASILIA, DF, BRASIL",-16.0468,-48.03751,"Qr 100 Conjunto I, Santa Maria - DF, Brasil","16 2m 48.48s S, 48 2m 15.036s W"
DF,BRASILIA,UBS 05 GUARA,QE 38 AEREA ESPECIAL CONJ O HORTA COMUNITARIA,S/N,GUARA II,"QE 38 AEREA ESPECIAL CONJ O HORTA COMUNITARIA, GUARA II, BRASILIA, DF, BRASIL",-15.84586,-47.98087,"Qe 40 Área Especial 6, Guará - DF, 71070-406, Brasil","15 50m 45.096s S, 47 58m 51.132s W"
DF,BRASILIA,UBS 10 CEILANDIA,QNN 12 AREA ESPECIAL 1,12,CEILANDIA SUL,"QNN 12 AREA ESPECIAL 1, CEILANDIA SUL, BRASILIA, DF, BRASIL",-15.81659,-48.12372,"Qnn 35 Área Especial 1, Ceilândia - DF, 72225-354, Brasil","15 48m 59.724s S, 48 7m 25.392s W"
DF,BRASILIA,UBS 12 CEILANDIA,EQNQ 03 04,S/N,CEILANDIA NORTE,"EQNQ 03 04, CEILANDIA NORTE, BRASILIA, DF, BRASIL",-15.821639999999999,-48.11242,"Ceilândia, DF, Brasil","15 49m 17.904s S, 48 6m 44.712s W"
DF,BRASILIA,PSR 1 RUA DO MATO FERCAL,RODOVIA DF 150 KM 11 RUA DO MATO CHACARA,2,FERCAL,"RODOVIA DF 150 KM 11 RUA DO MATO CHACARA, FERCAL, BRASILIA, DF, BRASIL",-23.459870000000002,-46.69357,"Rua Itambé do Mato Dentro, 150, Brasilândia, São Paulo - SP, 02851-000, Brasil","23 27m 35.532s S, 46 41m 36.852s W"
DF,BRASILIA,UBS 5 CEILANDIA,QNM 16 LOTE F AREA ESPECIAL,16,CEILANDIA NORTE,"QNM 16 LOTE F AREA ESPECIAL, CEILANDIA NORTE, BRASILIA, DF, BRASIL",-15.80725,-48.108259999999994,"Qnm 14 Área Especial a, Ceilândia - DF, 72237-140, Brasil","15 48m 26.1s S, 48 6m 29.736s W"
DF,BRASILIA,UBS 2 SANTA MARIA,EQ 217 317 LOTE E,1,SANTA MARIA,"EQ 217 317 LOTE E, SANTA MARIA, BRASILIA, DF, BRASIL",-16.00763,-47.99125,"Eq 217/317 Bloco A, Santa Maria - DF, 72547-301, Brasil","16 0m 27.468s S, 47 59m 28.5s W"
DF,BRASILIA,UBS 01 VICENTE PIRES,RUA 4C CHACARA 12 COL AGRICOLA SAMAM,12,VICENTE PIRES,"RUA 4C CHACARA 12 COL AGRICOLA SAMAM, VICENTE PIRES, BRASILIA, DF, BRASIL",-15.79536,-48.03651,"Rua 12 Chácara 149, Vicente Pires, Taguatinga - DF, 71095-800, Brasil","15 47m 43.296s S, 48 2m 11.436s W"
DF,BRASILIA,UBS 16 CEILANDIA,QUADRA 500 AE S N TRECHO 1 SOL NASCENTE,S/N,CEILANDIA,"QUADRA 500 AE S N TRECHO 1 SOL NASCENTE, CEILANDIA, BRASILIA, DF, BRASIL",-15.821639999999999,-48.11242,"Ceilândia, DF, Brasil","15 49m 17.904s S, 48 6m 44.712s W"
DF,BRASILIA,UBS 6 ARAPOANGA PLANALTINA,QUADRA 08 CONJUNTO 01,S/N,PLANALTINA,"QUADRA 08 CONJUNTO 01, PLANALTINA, BRASILIA, DF, BRASIL",-15.614189999999999,-47.64675,"Quadra 1 Conjunto H, Planaltina - DF, 73350-108, Brasil","15 36m 51.084s S, 47 38m 48.3s W"
DF,BRASILIA,UBS 03 GUARA,QE 38 AREA ESPECIAL,1,GUARA II,"QE 38 AREA ESPECIAL, GUARA II, BRASILIA, DF, BRASIL",-15.852929999999999,-47.97462,"Qe 48 Área Especial 3, Guará - DF, Brasil","15 51m 10.548s S, 47 58m 28.632s W"
DF,BRASILIA,UBS 11 RAJADINHA PLANALTINA,NUCLEO RURAL RAJADINHA II RUA 2 LOTE 16 17,17,PLANALTINA,"NUCLEO RURAL RAJADINHA II RUA 2 LOTE 16 17, PLANALTINA, BRASILIA, DF, BRASIL",-15.74516,-47.661229999999996,"Rua R1 Núcleo Rural Rajadinha II, 17, Planaltina - DF, Brasil","15 44m 42.576s S, 47 39m 40.428s W"
DF,BRASILIA,UBS 11 SAMAMBAIA,QS 1033 CONJUNTO 01 LOTE,4,SAMAMBAIA NORTE,"QS 1033 CONJUNTO 01 LOTE, SAMAMBAIA NORTE, BRASILIA, DF, BRASIL",-15.86464,-48.079809999999995,"Avenida Norte, 1, Samambaia - DF, Brasil","15 51m 52.704s S, 48 4m 47.316s W"
DF,BRASILIA,UBS 8 CEILANDIA,EQNP 13 17 LOTES A B C D P NORTE,S/N,CEILANDIA NORTE,"EQNP 13 17 LOTES A B C D P NORTE, CEILANDIA NORTE, BRASILIA, DF, BRASIL",-15.80809,-48.132459999999995,"EQNP 13/17 Bloco D Comércio, Ceilândia - DF, 72241-544, Brasil","15 48m 29.124s S, 48 7m 56.856s W"
DF,BRASILIA,UBS 1 CRUZEIRO,SHCES QUADRA,601,CRUZEIRO NOVO,"SHCES QUADRA, CRUZEIRO NOVO, BRASILIA, DF, BRASIL",-15.794730900000001,-47.934652102706345,"SHCES 1407 Bl A, Quadra 1407, Cruzeiro, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, 70658-471, Brasil","15 47m 41.0312s S, 47 56m 4.74757s W"
DF,BRASILIA,UBS 8 DVO GAMA,AREA ESPECIAL DO DVO RUA DO EUCALIPTO N,4,GAMA,"AREA ESPECIAL DO DVO RUA DO EUCALIPTO N, GAMA, BRASILIA, DF, BRASIL",-16.01203,-48.0664,"Área Especial Oeste, Gama - DF, Brasil","16 0m 43.308s S, 48 3m 59.04s W"
DF,BRASILIA,UBS 13 SAO JOSE PLANALTINA,NUCLEO RURAL SAO JOSE AREA ESPECIAL,0,PLANALTINA,"NUCLEO RURAL SAO JOSE AREA ESPECIAL, PLANALTINA, BRASILIA, DF, BRASIL",-15.63694,-47.6546,"Área Especial 1, Planaltina - DF, Brasil","15 38m 12.984s S, 47 39m 16.56s W"
DF,BRASILIA,UBS 01 RECANTO DAS EMAS,QUADRA 307 AREA ESPECIAL 01 CONJUNTO D,S/N,RECANTO DAS EMAS,"QUADRA 307 AREA ESPECIAL 01 CONJUNTO D, RECANTO DAS EMAS, BRASILIA, DF, BRASIL",-15.912289999999999,-48.10288,"Quadra 112 Área Especial 1, Recanto das Emas - DF, 72602-413, Brasil","15 54m 44.244s S, 48 6m 10.368s W"
DF,BRASILIA,UBS 03 TAGUATINGA,QNL 01 AREA ESPECIAL N 2 TAGUATINGA NORTE VIA ESTA,2,TAGUATINGA NORTE,"QNL 01 AREA ESPECIAL N 2 TAGUATINGA NORTE VIA ESTA, TAGUATINGA NORTE, BRASILIA, DF, BRASIL",-15.831779999999998,-48.07767,"Qnl 1 Área Especial 1, Setor L Norte, Taguatinga - DF, 72150-508, Brasil","15 49m 54.408s S, 48 4m 39.612s W"
DF,BRASILIA,UBS 12 SAO JOSE SAO SEBASTIAO,QD 31 CASA 6 BAIRRO SAO JOSE SAO SEBASTIAO DF,6,SAO JOSE,"QD 31 CASA 6 BAIRRO SAO JOSE SAO SEBASTIAO DF, SAO JOSE, BRASILIA, DF, BRASIL",-15.91455,-47.76213,"Quadra 6, São Sebastião - DF, Brasil","15 54m 52.38s S, 47 45m 43.668s W"
DF,BRASILIA,UBS 05 RIACHO FUNDO II CAUB II,CAUB II CASA 13,13,CAUB II,"CAUB II CASA 13, CAUB II, BRASILIA, DF, BRASIL",-15.93793,-48.033879999999996,"Núcleo CAUB II, 71884-300, Brasília","15 56m 16.548s S, 48 2m 1.968s W"
DF,BRASILIA,UBS 02 NUCLEO BANDEIRANTE,RUA 02 AREA ESPESCIAL ENTRE LOT01 02,S/N,METROPOLITANA,"RUA 02 AREA ESPESCIAL ENTRE LOT01 02, METROPOLITANA, BRASILIA, DF, BRASIL",-15.6745,-48.19135,"Rua Área Especial 2N, 73340, Brasília","15 40m 28.2s S, 48 11m 28.86s W"
DF,BRASILIA,UBS 01 AGUAS CLARAS,QS 05 LOTE 24 AV AREAL,24,AGUAS CLARAS,"QS 05 LOTE 24 AV AREAL, AGUAS CLARAS, BRASILIA, DF, BRASIL",-15.844420000000001,-48.04076,"QS 3, Águas Claras, Taguatinga - DF, Brasil","15 50m 39.912s S, 48 2m 26.736s W"
DF,BRASILIA,UBS 6 LAGO OESTE SOBRADINHO,DF 001 KM 120 RUA 08 CHACARA,187,SOBRADINHO,"DF 001 KM 120 RUA 08 CHACARA, SOBRADINHO, BRASILIA, DF, BRASIL",-15.591,-47.86792,"Chácara Juliana, Fercal, Sobradinho - DF, 73105-010, Brasil","15 35m 27.6s S, 47 52m 4.512s W"
DF,BRASILIA,UBS 12 SAMAMBAIA,QR 210 CONJUNTO 22 LOTE 01,1,SAMAMBAIA,"QR 210 CONJUNTO 22 LOTE 01, SAMAMBAIA, BRASILIA, DF, BRASIL",-15.867479999999999,-48.0744,"Qr 210 Conjunto 16, Samambaia - DF, Brasil","15 52m 2.928s S, 48 4m 27.84s W"
